Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.30;2.57;3.13;2.59;3.71;5.38;4.78;2.84;1.69;0.80;1.86;3.04;3.01
Price/Earnings;12.31;13.42;16.54;11.24;—;—;103.75;12.06;29.23;—;22.56;69.39;25.53
Price/Cash Flow;6.78;5.49;6.08;5.60;9.89;15.84;12.56;6.99;4.06;3.51;8.69;8.57;17.03
Price/Book;2.08;1.54;1.77;1.43;1.73;2.44;2.73;2.14;1.40;1.60;3.60;2.07;4.19
Price/Forward Earnings;10.80;10.01;13.21;21.10;93.46;51.55;47.17;16.00;33.56;-9.64;—;32.89;—
PEG Ratio;0.95;1.85;2.94;—;—;3.59;—;0.81;—;—;—;—;—
Earnings Yield %;8.12;7.45;6.05;8.89;-11.55;-11.44;0.96;8.29;3.42;-92.03;-39.65;-15.80;—
Enterprise Value (Bil);77.05;67.74;79.49;67.66;57.42;59.59;64.39;53.36;90.52;63.69;75.23;61.51;—
Enterprise Value/EBIT;7.72;9.01;10.68;7.44;—;—;94.83;10.86;37.59;—;49.49;-44.83;—
Enterprise Value/EBITDA;5.74;5.63;6.35;4.67;—;—;13.83;6.01;12.57;—;10.82;10.44;—
