Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.26;0.29;0.45;0.41;0.34;0.42;0.35;0.14;0.06;0.06;0.10;0.20;3.01
Price/Earnings;17.02;7.80;21.43;13.45;14.04;9.13;16.92;6.13;—;—;13.54;11.55;25.53
Price/Cash Flow;8.19;5.80;10.51;6.96;6.39;6.29;7.52;2.43;2.27;1.61;2.13;3.84;17.03
Price/Book;22.28;8.63;9.06;5.65;5.92;5.34;4.65;3.01;0.65;—;8.10;3.53;4.19
Price/Forward Earnings;8.57;8.38;12.52;10.99;8.83;9.47;8.01;3.78;2.37;5.55;5.40;6.00;—
PEG Ratio;0.28;0.58;0.93;0.73;0.73;0.72;0.94;0.97;0.26;0.22;—;0.89;—
Earnings Yield %;5.88;12.82;4.67;7.44;7.12;10.95;5.91;16.32;-19.24;-232.26;-39.69;-43.03;—
Enterprise Value (Bil);2.94;3.08;4.52;4.49;3.77;4.55;4.42;2.91;5.93;5.70;6.17;4.78;—
Enterprise Value/EBIT;8.32;7.20;11.60;8.52;7.94;7.83;12.12;6.20;26.23;—;18.99;15.48;—
Enterprise Value/EBITDA;5.23;4.87;7.57;6.10;5.53;5.76;7.59;4.09;6.63;—;6.51;6.40;—
