Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.92;1.22;1.14;0.92;0.57;0.76;0.48;0.32;0.22;0.13;0.53;0.37;3.01
Price/Earnings;14.47;17.75;31.40;25.73;—;33.47;13.16;8.92;—;—;43.57;49.70;25.53
Price/Cash Flow;7.92;8.35;11.80;9.99;6.55;8.95;6.14;3.66;9.48;—;5.24;6.30;17.03
Price/Book;1.85;2.72;2.89;2.53;2.11;3.00;1.77;1.08;0.83;0.79;5.06;1.53;4.19
Price/Forward Earnings;11.36;14.20;17.76;24.33;14.22;15.72;12.79;—;—;—;—;14.89;—
PEG Ratio;0.71;0.62;1.48;2.03;1.19;1.31;—;—;—;—;—;—;—
Earnings Yield %;6.91;5.63;3.18;3.89;-0.47;2.99;7.60;11.21;-5.25;-155.35;-25.11;-23.42;—
Enterprise Value (Bil);1.63;2.70;2.74;2.29;1.44;1.81;1.01;0.54;1.11;0.91;1.51;1.05;—
Enterprise Value/EBIT;7.36;9.69;10.63;14.29;9.11;12.05;7.40;5.65;—;—;121.76;13.53;—
Enterprise Value/EBITDA;5.12;7.01;7.32;8.15;5.15;6.93;4.26;2.88;18.03;—;10.62;6.83;—
