Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.42;2.43;3.23;3.79;3.61;4.16;4.85;4.49;5.48;6.55;6.80;5.10;3.07
Price/Earnings;15.78;16.17;32.25;56.15;30.27;27.29;33.09;48.38;23.27;53.15;71.19;39.66;25.84
Price/Cash Flow;14.80;12.67;15.86;20.30;39.16;24.70;40.96;26.59;31.87;33.56;31.88;32.48;17.36
Price/Book;2.51;2.42;3.25;4.13;4.09;4.81;5.56;5.95;6.38;7.10;7.33;5.97;4.27
Price/Forward Earnings;12.05;12.44;16.10;18.62;16.53;18.69;21.79;19.61;23.20;27.25;28.65;23.13;—
PEG Ratio;1.03;1.50;1.88;1.71;1.10;2.08;2.18;2.16;2.68;3.97;2.10;2.58;—
Earnings Yield %;6.34;6.18;3.10;1.78;3.30;3.66;3.02;2.07;4.30;1.88;1.40;2.92;—
Enterprise Value (Bil);17.59;18.31;26.04;34.94;34.78;48.69;62.48;63.68;85.00;98.13;109.73;72.65;—
Enterprise Value/EBIT;9.89;10.08;20.63;28.32;16.49;21.77;25.43;24.83;31.97;40.43;52.86;29.66;—
Enterprise Value/EBITDA;7.82;8.75;16.72;21.87;13.94;17.77;20.28;19.41;24.87;30.56;37.00;22.95;—
