Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.31;0.25;0.23;0.32;0.50;0.85;0.52;0.39;0.22;0.21;0.19;0.42;3.01
Price/Earnings;18.66;—;—;—;—;27.72;16.64;36.44;—;—;40.95;35.13;25.53
Price/Cash Flow;4.53;6.20;14.29;13.06;6.90;12.05;8.02;5.30;6.18;3.38;2.68;6.68;17.03
Price/Book;4.30;1.51;1.93;1.98;4.14;4.35;2.62;1.93;1.13;1.11;1.17;2.22;4.19
Price/Forward Earnings;13.07;8.46;-24.10;—;—;—;—;—;—;—;—;—;—
PEG Ratio;1.31;0.34;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.36;-13.93;-13.51;-6.03;-9.03;3.61;6.01;2.74;-7.09;-6.53;-4.60;-1.82;—
Enterprise Value (Bil);0.51;0.26;0.30;0.38;0.55;0.75;0.68;0.61;1.65;1.60;0.75;1.05;—
Enterprise Value/EBIT;13.41;—;—;—;137.87;18.25;26.37;16.89;—;—;32.40;48.62;—
Enterprise Value/EBITDA;7.19;25.48;17.49;11.86;12.87;8.69;8.62;6.54;25.76;20.05;7.16;14.26;—
