Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.34;0.36;0.42;0.31;0.45;0.69;1.25;0.95;1.26;1.01;1.02;0.99;3.01
Price/Earnings;17.23;12.97;21.88;—;—;114.58;48.58;—;68.70;—;139.75;247.00;25.53
Price/Cash Flow;4.90;5.54;7.39;7.06;8.90;11.82;17.88;12.59;12.57;12.02;12.84;12.81;17.03
Price/Book;2.26;2.72;3.24;1.88;3.87;5.51;8.67;14.40;26.85;39.60;38.32;17.36;4.19
Price/Forward Earnings;13.19;11.29;11.52;13.57;14.43;17.79;20.16;15.04;18.80;16.03;—;18.51;—
PEG Ratio;0.98;0.94;3.01;3.54;—;—;—;0.97;—;—;—;—;—
Earnings Yield %;5.80;7.71;4.57;-0.94;-2.22;0.87;2.06;-3.67;1.46;-0.35;0.72;0.30;—
Enterprise Value (Bil);1.46;1.55;1.93;1.46;1.72;2.36;4.48;4.42;6.17;5.77;6.09;4.49;—
Enterprise Value/EBIT;8.15;8.70;12.11;29.62;686.06;19.37;21.95;41.33;28.97;50.60;27.53;31.53;—
Enterprise Value/EBITDA;4.34;4.51;5.75;6.51;11.57;9.33;13.00;16.57;15.61;18.51;13.91;14.15;—
