Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.34;0.48;0.51;0.67;0.91;0.90;0.97;0.70;0.68;0.56;0.60;0.77;1.50
Price/Earnings;6.69;32.74;41.53;18.91;49.76;20.78;19.93;8.66;15.94;19.70;22.66;16.80;24.83
Price/Cash Flow;2.35;10.01;47.40;—;12.67;8.64;18.44;16.61;10.65;7.02;3.48;11.90;11.13
Price/Book;0.49;0.84;0.95;1.09;1.47;1.62;1.82;1.32;1.51;1.18;1.35;1.49;1.87
Price/Forward Earnings;6.22;12.55;16.00;15.92;16.47;14.84;14.95;9.80;12.79;15.55;17.04;15.26;—
PEG Ratio;3.11;6.27;8.00;7.96;—;—;—;—;—;—;—;—;—
Earnings Yield %;14.96;3.05;2.41;5.29;2.01;4.81;5.02;11.55;6.28;5.08;4.41;6.59;—
Enterprise Value (Bil);0.45;1.07;1.33;2.05;2.59;2.77;3.33;3.33;4.53;4.33;3.53;3.63;—
Enterprise Value/EBIT;2.30;7.12;8.57;10.82;15.86;11.83;11.68;7.96;12.80;16.27;12.65;11.83;—
Enterprise Value/EBITDA;1.84;4.78;5.90;9.85;14.06;10.65;10.79;6.93;8.37;8.88;6.62;9.01;—
