Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.20;2.46;1.32;0.79;0.47;2.10;1.88;1.21;2.56;3.32;2.65;2.02;3.01
Price/Earnings;27.75;45.56;—;—;—;—;—;—;—;—;52.18;75.99;25.53
Price/Cash Flow;4.72;8.11;6.26;8.30;4.24;9.82;9.63;7.53;32.07;20.68;14.18;16.97;17.03
Price/Book;1.02;1.01;0.49;0.32;0.53;2.60;1.82;1.18;2.10;3.80;3.17;2.15;4.19
Price/Forward Earnings;7.27;10.72;53.76;-3.55;-4.51;12.99;26.81;-74.63;29.94;12.18;27.70;40.62;—
PEG Ratio;0.29;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.60;2.20;-2.67;-130.92;-445.56;-21.01;-1.47;-4.25;-4.33;-11.30;1.92;-8.42;—
Enterprise Value (Bil);2.13;2.16;1.21;0.70;0.72;1.89;1.44;1.23;2.20;2.76;2.55;1.74;—
Enterprise Value/EBIT;11.98;17.50;40.83;—;—;—;66.27;121.44;—;—;22.71;14.22;—
Enterprise Value/EBITDA;5.45;6.30;4.84;—;—;—;9.11;8.43;33.49;—;10.74;0.70;—
