Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.38;8.22;19.03;5.61;1.45;2.28;1.52;1.67;1.54;2.22;8.13;2.38;3.01
Price/Earnings;19.59;75.14;200.57;164.35;—;—;—;—;—;—;—;228.09;25.53
Price/Cash Flow;22.32;54.80;163.76;141.77;77.06;32.39;26.49;213.59;55.73;—;434.74;99.65;17.03
Price/Book;3.18;6.61;10.68;2.81;0.78;2.34;1.61;2.03;2.00;3.04;10.39;2.81;4.19
Price/Forward Earnings;18.08;37.31;75.19;31.75;32.05;27.25;31.45;50.76;—;—;22.52;74.96;—
PEG Ratio;1.34;1.79;2.27;1.72;1.75;1.15;1.46;0.17;—;—;0.85;1.63;—
Earnings Yield %;5.10;1.33;0.50;0.61;-5.87;-42.96;-5.32;-4.52;-6.97;-11.07;-1.93;-10.06;—
Enterprise Value (Bil);0.66;3.11;9.27;3.30;0.83;1.32;0.85;1.09;1.00;1.30;4.73;1.45;—
Enterprise Value/EBIT;19.63;51.29;114.32;82.33;—;—;—;—;—;—;-30.90;-115.73;—
Enterprise Value/EBITDA;15.30;37.98;85.35;37.49;77.63;—;48.88;62.02;—;—;78.25;22.30;—
