Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.28;0.39;0.47;0.31;0.17;0.07;0.08;0.09;0.22;0.24;0.41;0.15;3.07
Price/Earnings;14.25;19.10;—;—;159.47;—;—;—;—;—;18.06;19.15;25.84
Price/Cash Flow;5.28;5.96;7.55;6.86;2.92;1.41;3.65;1.37;4.08;1.20;1.90;2.37;17.36
Price/Book;1.56;2.97;4.95;6.78;3.72;2.80;63.78;—;—;—;58.97;34.44;4.27
Price/Forward Earnings;10.75;11.30;12.41;19.38;14.16;7.24;12.63;8.61;11.59;12.14;16.18;14.32;—
PEG Ratio;1.58;0.64;0.50;0.83;0.48;0.22;0.45;0.19;0.43;0.93;—;1.35;—
Earnings Yield %;7.02;5.24;-1.28;-0.89;0.63;-14.15;-36.35;-6.94;-6.36;-0.83;5.54;-9.24;—
Enterprise Value (Bil);6.47;8.29;9.82;16.34;17.29;15.34;15.98;16.11;18.67;16.65;20.35;16.88;—
Enterprise Value/EBIT;9.70;11.11;27.66;22.35;16.04;12.13;21.95;9.39;15.22;14.06;10.98;13.49;—
Enterprise Value/EBITDA;5.85;7.05;11.90;10.67;9.07;7.29;9.94;6.38;9.09;8.20;7.45;7.97;—
