Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.65;0.71;0.92;0.67;0.60;1.48;1.24;1.66;2.95;1.89;2.61;1.78;3.07
Price/Earnings;28.52;26.07;45.39;36.61;16.33;41.91;32.79;24.98;25.06;26.11;21.73;29.37;25.84
Price/Cash Flow;8.48;9.09;10.42;9.16;4.67;9.85;10.02;11.60;15.73;9.45;12.46;10.98;17.36
Price/Book;4.09;4.11;5.87;16.64;12.48;56.44;3.88;3.34;5.03;2.78;4.16;15.03;4.27
Price/Forward Earnings;23.58;16.69;26.67;25.84;14.81;29.85;23.36;18.21;19.12;13.51;17.83;20.78;—
PEG Ratio;2.25;1.57;2.50;1.35;2.28;2.06;1.34;0.70;1.29;2.44;1.57;1.52;—
Earnings Yield %;3.51;3.84;2.20;2.73;6.12;2.39;3.05;4.00;3.99;3.83;4.60;3.81;—
Enterprise Value (Bil);14.22;15.52;20.40;17.43;13.86;21.32;29.94;31.07;43.11;30.99;39.24;31.35;—
Enterprise Value/EBIT;12.35;12.45;18.83;15.00;11.69;18.37;20.65;16.18;20.50;20.90;17.32;18.94;—
Enterprise Value/EBITDA;9.72;9.81;14.11;11.65;9.08;13.79;16.17;13.27;16.81;15.23;13.68;14.84;—
