Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;4.86;4.69;5.32;3.94;4.56;4.06;4.75;7.60;5.36;3.07
Price/Earnings;—;—;—;32.49;29.92;30.39;37.62;28.21;25.02;24.80;43.50;34.14;25.84
Price/Cash Flow;—;—;—;20.30;21.15;19.69;22.57;14.68;16.53;17.79;27.73;19.05;17.36
Price/Book;—;—;—;3.56;4.02;4.64;4.29;5.13;4.77;5.30;8.34;5.96;4.27
Price/Forward Earnings;23.75;23.92;23.04;22.08;23.53;23.47;—;—;—;—;—;—;—
PEG Ratio;1.32;1.60;1.54;1.58;1.47;1.96;—;—;—;—;—;—;—
Earnings Yield %;3.08;3.34;3.29;2.66;3.54;4.00;4.03;3.80;2.56;1.75;—;—;—
Enterprise Value (Bil);2.54;2.60;3.17;2.67;3.23;2.96;4.01;4.41;6.84;10.22;—;—;—
Enterprise Value/EBIT;19.29;16.91;18.50;24.23;16.87;15.68;17.26;19.08;31.26;43.02;—;—;—
Enterprise Value/EBITDA;14.52;13.21;14.63;16.45;12.72;11.50;12.69;13.41;20.83;27.26;—;—;—
