Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.87;2.60;3.32;3.72;0.99;2.44;2.26;2.54;1.84;1.27;1.35;1.97;3.07
Price/Earnings;25.80;27.04;30.63;29.63;9.12;9.95;9.12;6.06;7.22;4.98;4.84;7.03;25.84
Price/Cash Flow;11.05;9.67;16.39;21.13;6.90;66.65;7.71;8.07;6.58;3.93;3.74;11.42;17.36
Price/Book;1.77;2.43;2.94;3.41;—;—;—;—;—;—;—;0.89;4.27
Price/Forward Earnings;23.53;23.70;26.32;53.76;—;—;—;9.31;6.04;—;3.75;—;—
PEG Ratio;0.84;0.13;1.11;2.27;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.88;3.70;3.27;3.37;10.96;10.05;10.96;16.51;13.85;20.08;20.66;15.81;—
Enterprise Value (Bil);1.94;3.14;4.31;5.51;2.88;2.93;2.65;2.69;1.80;1.68;1.59;2.33;—
Enterprise Value/EBIT;13.39;13.43;16.81;16.22;10.36;9.49;8.33;8.44;5.89;5.72;5.51;7.58;—
Enterprise Value/EBITDA;9.33;9.75;12.36;11.94;7.21;9.12;8.07;8.21;5.75;5.58;5.37;7.31;—
