Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.03;3.03;4.01;3.81;4.74;3.87;3.75;3.63;4.09;5.38;5.69;4.01;3.07
Price/Earnings;28.40;28.83;7,839.00;30.28;32.98;29.22;29.15;19.88;30.11;135.42;135.26;47.17;25.84
Price/Cash Flow;21.96;17.59;20.55;103.01;24.23;18.04;20.11;7.52;21.48;79.13;35.33;27.24;17.36
Price/Book;7.87;7.77;13.24;11.68;15.33;13.75;14.83;68.46;—;—;71.29;18.59;4.27
Price/Forward Earnings;20.79;20.66;28.65;26.18;31.85;25.97;24.69;24.27;28.90;37.04;32.26;28.00;—
PEG Ratio;1.19;1.11;1.49;1.46;1.86;1.80;1.94;2.05;2.53;1.64;1.28;2.07;—
Earnings Yield %;3.52;3.47;0.01;3.30;3.03;3.42;3.43;5.03;3.32;0.74;0.74;3.34;—
Enterprise Value (Bil);33.02;38.25;57.37;61.77;89.92;82.24;82.34;80.57;111.67;146.56;154.99;100.37;—
Enterprise Value/EBIT;17.90;17.85;—;19.16;22.63;19.21;18.67;13.54;23.28;91.52;85.62;31.93;—
Enterprise Value/EBITDA;13.79;13.98;126.42;15.55;18.32;15.49;15.03;11.10;17.88;47.21;46.41;20.72;—
