Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;1.68;3.48;5.91;6.97;—;3.01
Price/Earnings;—;—;—;—;—;—;—;33.95;42.10;61.13;45.64;—;25.53
Price/Cash Flow;—;—;—;—;—;—;—;6.35;35.60;20.01;25.20;—;17.03
Price/Book;—;—;—;—;—;—;—;—;34.35;26.78;25.03;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;—;—;25.77;31.15;40.16;—;—
PEG Ratio;—;—;—;—;—;—;—;—;1.29;—;—;—;—
Earnings Yield %;—;—;—;—;—;—;—;2.95;2.38;1.64;2.19;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;1.59;3.28;6.01;8.02;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;18.11;28.69;41.96;33.46;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;14.24;23.08;34.58;29.69;—;—
