Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;1.74;1.55;1.51;1.80;—;3.01
Price/Earnings;—;—;—;—;—;—;—;24.28;15.53;14.38;25.14;—;25.53
Price/Cash Flow;—;—;—;—;—;—;—;8.31;7.76;7.20;7.13;—;17.03
Price/Book;—;—;—;—;—;—;—;6.86;6.61;5.34;6.18;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;—;10.89;9.90;10.83;13.46;—;—
PEG Ratio;—;—;—;—;—;—;—;2.22;22.51;9.43;1.58;—;—
Earnings Yield %;—;—;—;—;—;—;—;4.12;6.44;6.96;3.98;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;133.87;179.58;167.16;180.04;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;11.09;15.23;19.29;26.35;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;8.07;10.37;10.92;13.27;—;—
