Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.53;0.50;0.71;0.84;0.74;0.50;0.41;0.35;0.38;0.34;0.40;0.39;3.07
Price/Earnings;16.25;15.96;19.94;24.89;22.12;16.93;14.98;21.62;22.18;11.29;14.63;15.80;25.84
Price/Cash Flow;8.15;9.28;14.83;18.20;13.43;7.47;7.38;10.67;7.36;6.01;7.01;7.68;17.36
Price/Book;1.41;1.58;2.19;2.88;2.90;2.33;2.11;2.32;1.54;1.30;1.53;1.79;4.27
Price/Forward Earnings;12.61;12.52;15.95;19.08;16.86;13.46;11.64;8.84;10.40;9.04;10.75;10.59;—
PEG Ratio;1.01;0.86;0.81;1.36;0.97;1.00;0.72;0.98;2.17;1.19;1.71;1.13;—
Earnings Yield %;6.15;6.27;5.02;4.02;4.52;5.91;6.68;4.62;4.51;8.86;6.84;6.12;—
Enterprise Value (Bil);62.14;67.97;93.04;121.64;131.86;108.62;96.68;106.04;178.88;164.66;181.78;132.50;—
Enterprise Value/EBIT;10.08;9.87;11.94;14.86;14.55;11.50;10.49;16.83;18.25;11.90;14.21;15.06;—
Enterprise Value/EBITDA;8.06;7.87;9.63;12.06;11.92;9.14;8.26;12.00;12.89;9.03;10.52;10.84;—
