Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;1.36;0.89;0.35;0.29;0.23;0.73;1.22;0.52;3.01
Price/Earnings;—;—;—;—;39.44;12.34;—;—;—;—;10.18;—;25.53
Price/Cash Flow;—;—;—;—;13.39;11.82;3.30;3.28;13.96;4.92;7.84;6.91;17.03
Price/Book;—;—;—;—;1.67;1.28;0.71;0.55;0.74;2.41;3.53;1.23;4.19
Price/Forward Earnings;—;—;—;—;20.33;12.61;15.27;20.62;21.37;—;12.72;24.90;—
PEG Ratio;—;—;—;—;—;0.50;1.53;—;—;—;—;—;—
Earnings Yield %;—;—;—;—;2.54;8.10;-55.46;-7.14;-137.43;-0.67;9.83;-37.34;—
Enterprise Value (Bil);—;—;—;—;3.38;3.24;1.83;1.35;1.06;1.76;2.93;1.89;—
Enterprise Value/EBIT;—;—;—;—;19.89;10.57;—;—;—;—;10.28;39.52;—
Enterprise Value/EBITDA;—;—;—;—;14.08;8.27;—;54.88;—;30.09;8.37;11.31;—
