Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.14;0.14;0.30;0.27;0.24;0.28;0.24;0.29;0.47;0.47;0.47;0.35;3.07
Price/Earnings;10.46;9.27;18.97;16.05;13.32;15.35;14.98;12.49;16.18;20.30;22.95;15.70;25.84
Price/Cash Flow;14.45;4.39;13.85;91.21;18.87;16.58;31.76;11.07;28.92;29.03;33.90;26.26;17.36
Price/Book;1.06;1.02;2.04;1.84;1.54;1.74;1.50;1.50;2.24;1.97;1.81;1.77;4.27
Price/Forward Earnings;8.53;8.03;16.21;14.84;12.41;14.12;12.66;12.82;15.67;—;15.72;13.78;—
PEG Ratio;—;0.32;0.65;1.48;1.77;2.02;1.58;1.60;1.96;—;1.97;1.81;—
Earnings Yield %;9.56;10.78;5.27;6.23;7.51;6.51;6.68;8.01;6.18;4.93;4.36;6.54;—
Enterprise Value (Bil);0.26;0.26;0.57;0.58;0.52;0.68;0.64;0.68;1.22;1.14;1.09;0.87;—
Enterprise Value/EBIT;5.36;4.57;9.86;8.43;6.83;8.27;8.26;8.39;11.06;13.75;16.29;10.00;—
Enterprise Value/EBITDA;4.79;4.07;8.80;7.54;6.13;7.38;7.17;7.19;9.82;11.83;13.53;8.71;—
