Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.45;5.67;4.50;0.96;0.47;0.47;0.32;0.17;0.16;0.26;0.29;0.28;3.07
Price/Earnings;19.84;26.34;31.81;12.48;—;—;—;—;—;288.87;293.27;256.36;25.84
Price/Cash Flow;1.43;2.64;5.52;4.93;1.54;4.24;0.75;0.60;1.11;1.18;1.05;1.21;17.36
Price/Book;1.92;2.91;4.30;1.17;0.81;1.01;0.70;0.32;0.48;0.59;0.59;0.61;4.27
Price/Forward Earnings;9.38;10.27;11.79;6.27;-63.29;-13.64;-8.24;—;—;—;—;9.18;—
PEG Ratio;0.41;0.45;0.51;0.27;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.04;3.80;3.14;8.01;-59.54;-61.60;-23.64;-64.18;-98.54;0.35;-2.64;-52.10;—
Enterprise Value (Bil);2.00;6.66;10.16;7.01;6.01;6.37;6.80;6.94;8.05;9.00;9.41;7.51;—
Enterprise Value/EBIT;8.27;13.85;15.52;9.81;—;62.17;32.68;29.99;26.66;198.13;93.05;212.91;—
Enterprise Value/EBITDA;6.91;11.90;11.41;6.94;41.11;40.82;23.57;22.54;23.89;134.90;79.00;87.55;—
