Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.50;1.34;1.44;2.23;2.70;2.13;3.42;4.15;5.35;9.08;9.00;4.78;3.07
Price/Earnings;13.77;7.95;8.45;14.77;10.26;—;12.97;19.02;—;—;21.95;12.71;25.84
Price/Cash Flow;3.17;2.95;2.93;4.72;4.88;4.20;5.70;7.45;16.40;22.26;20.26;10.87;17.36
Price/Book;0.82;0.59;0.52;0.76;0.61;0.70;0.80;1.29;2.08;3.72;3.84;1.71;4.27
Price/Forward Earnings;11.49;5.76;3.99;13.74;—;—;—;-15.87;-44.05;-270.27;—;—;—
PEG Ratio;0.51;0.38;0.27;0.92;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.26;12.35;11.84;6.77;9.75;-0.10;7.71;5.26;-2.27;-3.10;-0.56;2.03;—
Enterprise Value (Bil);0.44;1.01;1.15;1.48;1.73;2.04;2.50;3.73;4.92;6.71;6.62;3.97;—
Enterprise Value/EBIT;5.76;9.62;9.99;12.63;11.23;11.77;14.63;133.78;493.06;4,088.99;205.51;470.54;—
Enterprise Value/EBITDA;2.54;5.43;6.06;7.57;8.39;9.12;10.45;15.23;16.41;22.06;19.75;14.58;—
