Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.21;0.19;0.20;0.24;0.17;0.16;0.13;0.09;0.15;0.21;0.25;0.14;3.07
Price/Earnings;16.19;14.79;16.87;24.76;12.57;20.19;11.28;4.62;11.88;10.37;8.21;9.96;25.84
Price/Cash Flow;4.26;—;28.76;11.69;11.23;5.70;4.72;4.23;8.04;3.02;2.84;4.77;17.36
Price/Book;1.49;1.64;1.69;2.21;1.83;1.88;1.47;0.84;1.57;1.75;1.84;1.40;4.27
Price/Forward Earnings;12.58;10.53;10.25;14.10;9.68;10.47;9.56;6.08;9.24;7.17;7.75;8.25;—
PEG Ratio;0.67;0.65;1.27;1.80;1.17;7.33;5.90;1.39;1.63;0.69;3.19;4.27;—
Earnings Yield %;6.18;6.76;5.93;4.04;7.95;4.95;8.86;21.64;8.42;9.65;12.18;11.31;—
Enterprise Value (Bil);2.21;3.06;3.51;4.42;4.37;4.35;4.20;3.79;5.03;4.99;5.33;4.46;—
Enterprise Value/EBIT;12.60;13.30;13.64;16.97;13.16;16.35;12.80;10.61;14.70;11.92;9.59;12.74;—
Enterprise Value/EBITDA;10.95;11.70;12.01;14.67;11.55;13.77;10.94;8.98;12.20;10.11;8.43;10.78;—
