Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;0.34;0.40;0.40;0.54;—;1.15
Price/Earnings;—;—;—;—;—;—;—;5.39;6.67;18.96;9.72;—;18.18
Price/Cash Flow;—;—;—;—;—;—;—;9.32;8.16;3.27;3.38;—;7.96
Price/Book;—;—;—;—;—;—;—;0.62;0.76;0.64;0.82;—;1.75
Price/Forward Earnings;—;—;—;—;—;—;—;4.87;6.00;7.79;8.55;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;1.29;—;—
Earnings Yield %;—;—;—;—;—;—;—;18.56;14.99;5.27;10.29;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;168.43;205.95;192.75;245.81;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;10.42;10.29;22.81;13.48;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;4.39;4.65;5.66;5.47;—;—
