Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.07;0.11;0.18;0.28;0.21;0.18;0.18;0.13;0.14;0.16;0.28;0.16;3.07
Price/Earnings;—;—;44.08;—;—;4.39;7.38;25.80;45.67;—;8.12;20.62;25.84
Price/Cash Flow;18.67;6.63;—;91.91;25.36;5.44;4.16;2.38;5.54;2.46;6.75;4.68;17.36
Price/Book;0.83;1.42;3.61;2.63;1.96;1.26;0.96;0.64;0.69;0.86;1.35;0.86;4.27
Price/Forward Earnings;26.81;19.12;29.94;19.84;9.32;10.76;7.93;6.40;9.17;8.69;13.91;8.69;—
PEG Ratio;2.68;—;—;0.67;0.37;2.69;2.64;—;—;—;—;—;—
Earnings Yield %;-10.70;-11.89;2.27;-11.43;-2.84;22.79;13.56;3.88;2.19;-18.46;-12.29;6.15;—
Enterprise Value (Bil);0.83;1.31;2.77;5.26;3.66;2.78;2.26;2.22;3.49;2.21;3.18;2.68;—
Enterprise Value/EBIT;—;—;8.57;—;69.07;6.05;6.27;6.86;21.84;—;7.49;9.60;—
Enterprise Value/EBITDA;4.32;6.67;5.33;—;10.37;4.06;4.36;4.36;9.60;170.23;221.85;19.10;—
