Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.54;0.51;0.56;0.54;0.53;0.64;1.08;0.76;0.90;0.56;2.64;0.76;1.50
Price/Earnings;11.30;12.63;13.91;29.79;11.59;13.59;21.36;15.29;15.08;10.33;9.76;14.23;24.83
Price/Cash Flow;2.44;2.30;2.42;2.45;2.55;2.43;4.47;3.00;3.57;3.03;5.22;3.27;11.13
Price/Book;0.49;0.49;0.53;0.50;0.50;0.59;0.99;0.72;0.84;0.52;0.78;0.70;1.87
Price/Forward Earnings;9.32;10.43;11.74;13.12;12.58;14.27;16.64;11.27;11.39;-119.05;11.66;20.47;—
PEG Ratio;6.34;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.85;7.92;7.19;3.36;8.63;7.36;4.68;6.54;6.63;9.68;-57.56;5.94;—
Enterprise Value (Bil);0.30;0.71;0.68;0.69;0.65;0.72;1.05;0.87;1.11;1.04;1.46;0.99;—
Enterprise Value/EBIT;4.52;11.96;11.50;22.01;8.97;9.81;14.72;10.88;12.29;14.11;13.57;12.09;—
Enterprise Value/EBITDA;1.84;4.37;4.11;4.99;3.50;3.81;5.65;4.04;5.16;4.82;12.90;5.22;—
