Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.20;0.41;0.45;0.53;0.53;0.41;0.22;0.20;0.10;0.17;0.07;0.20;1.76
Price/Earnings;8.42;16.87;12.32;—;—;18.41;7.67;12.99;—;—;5.12;14.28;17.62
Price/Cash Flow;2.19;3.37;2.61;6.58;6.86;4.01;1.62;15.13;2.03;—;0.10;5.01;9.46
Price/Book;0.94;2.13;2.25;3.50;3.63;2.86;1.31;1.50;1.18;0.31;0.22;2.01;2.05
Price/Forward Earnings;5.62;—;—;—;—;10.01;-8.45;—;—;—;—;10.50;—
PEG Ratio;1.26;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.87;—;—;—;—;5.43;13.04;—;—;—;-4,296.68;-477.96;—
Enterprise Value (Bil);4.20;—;—;—;—;28.95;21.19;—;—;—;18.22;40.98;—
Enterprise Value/EBIT;13.57;—;—;—;—;24.65;13.46;—;—;—;43.86;34.42;—
Enterprise Value/EBITDA;7.47;—;—;—;—;11.58;5.89;—;—;—;30.61;20.15;—
