Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.68;8.54;8.38;11.13;11.46;11.37;11.28;9.08;9.41;7.36;10.84;9.72;3.01
Price/Earnings;—;—;—;54.51;35.20;57.83;92.05;43.30;48.41;100.08;72.99;79.29;25.53
Price/Cash Flow;17.14;16.50;16.08;21.92;23.19;24.73;24.31;16.94;17.27;14.63;21.29;19.72;17.03
Price/Book;2.16;3.02;2.84;3.93;4.24;3.20;1.79;1.51;1.68;1.28;1.83;2.02;4.19
Price/Forward Earnings;64.52;53.19;55.25;45.87;—;40.49;48.31;—;46.08;33.56;51.81;43.77;—
PEG Ratio;8.88;11.92;2.23;1.86;—;—;—;—;9.70;7.43;2.89;—;—
Earnings Yield %;-0.53;-0.72;-0.04;1.83;2.84;1.73;1.09;2.31;2.07;1.00;1.37;1.68;—
Enterprise Value (Bil);5.69;6.49;6.38;8.22;8.92;9.12;15.35;13.51;14.61;11.65;14.64;13.10;—
Enterprise Value/EBIT;38.87;54.97;47.13;40.75;36.33;47.40;64.98;37.35;39.92;50.30;47.50;50.06;—
Enterprise Value/EBITDA;20.48;26.39;23.86;23.63;22.74;26.07;29.38;18.79;19.70;20.00;22.80;23.76;—
