Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.76;2.94;3.55;3.69;3.72;3.84;4.39;3.34;3.84;4.54;4.19;4.02;3.07
Price/Earnings;18.59;20.30;27.11;30.35;24.67;42.49;29.13;24.60;25.50;27.32;26.28;28.68;25.84
Price/Cash Flow;15.12;15.70;17.96;19.88;20.20;18.67;21.53;17.68;19.65;19.71;19.75;19.69;17.36
Price/Book;16.63;22.34;33.63;44.18;233.23;—;—;—;—;111.29;263.93;260.39;4.27
Price/Forward Earnings;16.72;17.64;21.05;22.03;22.32;21.19;24.27;18.76;23.53;26.32;25.06;23.63;—
PEG Ratio;1.79;2.65;2.85;2.42;2.77;2.27;2.78;2.72;4.84;3.91;4.04;3.43;—
Earnings Yield %;5.38;4.93;3.69;3.30;4.05;2.35;3.43;4.07;3.92;3.66;3.80;3.60;—
Enterprise Value (Bil);48.53;53.26;64.55;67.44;64.82;63.39;71.40;57.12;66.04;78.92;75.99;68.22;—
Enterprise Value/EBIT;12.67;13.47;17.58;18.84;16.09;22.24;19.46;15.46;18.99;20.85;19.57;19.08;—
Enterprise Value/EBITDA;11.44;12.16;15.71;16.78;14.47;19.26;17.25;13.59;16.56;18.27;17.17;16.76;—
