Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.64;4.04;5.41;3.43;2.57;3.57;3.95;2.84;4.18;2.74;3.40;3.59;3.07
Price/Earnings;30.05;24.85;29.16;15.82;11.41;16.14;—;—;—;—;552.20;136.77;25.84
Price/Cash Flow;46.21;—;31.42;25.12;11.23;8.95;17.95;17.02;86.35;282.01;89.95;51.42;17.36
Price/Book;2.97;2.77;3.73;2.39;1.71;1.65;1.33;0.91;1.54;1.01;1.19;1.31;4.27
Price/Forward Earnings;20.37;19.92;21.19;—;—;—;1,000.00;-35.34;43.29;—;312.50;—;—
PEG Ratio;1.24;1.33;1.42;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.33;4.02;3.43;6.32;8.76;6.19;-1.57;-8.23;-4.65;-1.15;-3.82;-1.80;—
Enterprise Value (Bil);2.38;2.70;4.09;2.67;1.85;1.71;1.33;0.66;1.27;0.70;0.84;1.16;—
Enterprise Value/EBIT;19.81;16.65;20.19;10.11;6.92;9.51;—;—;—;—;71.98;14.04;—
Enterprise Value/EBITDA;16.68;14.33;17.70;9.07;6.20;8.13;—;54.26;—;—;106.92;14.62;—
