Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.89;0.92;1.09;1.01;1.17;2.04;1.84;1.34;1.57;1.51;2.09;1.61;3.07
Price/Earnings;7.88;8.12;10.22;10.33;19.51;—;36.50;14.64;17.29;—;40.36;30.66;25.84
Price/Cash Flow;5.30;5.47;6.49;6.04;7.89;16.28;13.04;7.51;7.44;11.24;19.89;11.03;17.36
Price/Book;1.74;1.54;1.65;1.35;1.09;1.52;1.63;1.35;1.46;1.23;1.55;1.40;4.27
Price/Forward Earnings;8.13;8.54;9.97;16.47;29.76;29.41;25.19;12.52;17.15;31.65;19.65;44.29;—
PEG Ratio;2.93;5.18;6.56;9.15;—;1.56;—;1.10;8.24;0.82;—;4.43;—
Earnings Yield %;12.69;12.32;9.78;9.68;5.12;-0.68;2.74;6.83;5.78;-7.27;-3.93;1.67;—
Enterprise Value (Bil);207.16;200.79;239.03;222.08;192.01;260.10;273.10;233.37;247.92;190.50;243.11;227.80;—
Enterprise Value/EBIT;4.46;4.33;5.94;9.14;168.43;—;32.34;13.05;12.62;—;27.95;11.44;—
Enterprise Value/EBITDA;3.48;3.36;4.40;5.57;8.87;35.33;10.02;6.34;6.58;11.06;22.47;12.67;—
