Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.22;0.69;1.18;1.18;1.15;1.59;1.09;1.59;1.94;1.16;2.41;1.43;1.76
Price/Earnings;5.93;—;15.03;21.43;63.27;11.44;8.85;13.77;31.46;—;165.20;17.23;17.62
Price/Cash Flow;1.22;7.66;9.56;15.99;17.62;20.96;6.33;13.47;14.34;8.92;260.89;16.60;9.46
Price/Book;0.30;0.87;1.53;1.63;1.67;3.35;2.51;3.09;4.07;2.18;2.06;2.83;2.05
Price/Forward Earnings;13.28;—;—;—;—;—;—;—;—;—;16.67;—;—
PEG Ratio;3.15;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;16.85;—;—;—;—;8.74;11.29;—;—;—;0.61;6.24;—
Enterprise Value (Bil);1.73;—;—;—;—;10.73;9.43;—;—;—;13.84;12.23;—
Enterprise Value/EBIT;9.77;—;—;—;—;11.88;6.41;—;—;—;40.37;28.35;—
Enterprise Value/EBITDA;5.56;—;—;—;—;9.89;5.66;—;—;—;19.54;14.25;—
