Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.05;0.70;0.82;0.47;0.63;1.06;0.99;0.86;1.27;1.52;1.47;1.13;3.01
Price/Earnings;32.59;15.91;19.42;14.90;16.40;21.05;20.51;18.05;22.42;23.44;20.51;20.83;25.53
Price/Cash Flow;27.67;11.59;13.33;8.10;7.07;10.54;8.49;10.14;11.51;12.20;12.47;10.55;17.03
Price/Book;2.07;2.55;2.76;1.55;2.01;2.86;2.42;2.14;2.70;2.86;2.77;2.58;4.19
Price/Forward Earnings;10.86;8.13;13.51;11.26;13.57;18.48;16.58;13.51;19.76;18.08;18.25;17.78;—
PEG Ratio;0.99;0.81;1.35;1.13;1.13;1.85;1.66;1.35;—;—;—;1.57;—
Earnings Yield %;7.50;6.28;5.15;6.71;6.10;4.75;4.88;5.54;4.46;4.27;4.88;4.84;—
Enterprise Value (Bil);0.99;1.33;1.64;1.07;1.29;1.94;1.82;1.68;2.28;2.61;2.93;2.08;—
Enterprise Value/EBIT;8.93;10.58;14.06;11.55;12.24;14.38;14.20;11.22;16.68;15.82;15.26;14.37;—
Enterprise Value/EBITDA;6.31;7.51;9.57;6.88;7.54;9.36;8.87;7.22;10.58;10.61;10.62;9.73;—
