Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.07;1.26;1.21;1.63;1.58;2.09;1.74;1.44;2.02;1.73;1.59;1.81;3.07
Price/Earnings;13.94;9.93;10.92;16.45;13.58;26.47;14.57;40.26;—;68.28;26.81;30.77;25.84
Price/Cash Flow;3.84;4.47;4.47;6.82;4.81;5.67;6.05;6.09;280.67;14.68;21.46;28.48;17.36
Price/Book;1.22;1.56;1.56;1.99;1.66;1.99;1.66;1.53;2.07;1.73;1.56;1.85;4.27
Price/Forward Earnings;16.31;12.14;10.59;17.83;15.58;17.42;14.71;12.61;16.72;13.46;12.71;15.18;—
PEG Ratio;4.95;—;4.86;5.79;103.82;3.53;2.11;2.75;3.05;5.64;3.26;3.48;—
Earnings Yield %;7.17;10.07;9.16;6.08;7.36;3.78;6.86;2.48;-1.41;1.46;3.73;2.86;—
Enterprise Value (Bil);25.73;23.96;25.64;33.38;31.56;35.42;33.62;33.24;46.00;46.56;47.49;39.32;—
Enterprise Value/EBIT;11.31;10.06;12.49;14.29;12.90;17.96;15.49;20.01;—;48.05;29.96;23.17;—
Enterprise Value/EBITDA;6.28;5.97;6.88;8.38;7.07;8.77;7.85;8.68;33.85;15.69;12.99;13.72;—
