Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.52;0.55;0.67;0.43;0.32;0.64;0.63;0.50;0.66;0.79;1.17;0.63;3.01
Price/Earnings;11.13;17.56;19.36;14.22;62.07;3,825.00;16.76;8.49;14.99;16.39;22.22;216.56;25.53
Price/Cash Flow;19.91;11.89;15.09;12.80;2.83;13.23;15.65;198.16;5.18;6.17;7.87;23.52;17.03
Price/Book;1.61;2.22;2.59;1.70;1.36;3.08;3.13;2.07;2.93;2.70;3.79;2.71;4.19
Price/Forward Earnings;12.12;13.42;13.39;11.74;13.26;18.45;16.10;9.72;11.81;14.03;21.01;14.05;—
PEG Ratio;0.92;0.96;1.67;1.47;1.66;2.30;2.01;1.21;—;—;—;1.72;—
Earnings Yield %;8.98;5.70;5.17;7.03;1.61;0.03;5.97;11.79;6.67;6.10;4.50;6.55;—
Enterprise Value (Bil);1.91;2.48;3.36;3.07;2.56;4.16;5.29;4.79;6.29;6.35;8.90;5.31;—
Enterprise Value/EBIT;7.37;11.25;12.59;11.69;28.12;37.13;11.36;11.05;11.76;13.85;16.51;18.94;—
Enterprise Value/EBITDA;5.83;7.92;8.47;7.44;9.79;15.08;8.18;7.49;8.22;8.69;10.27;9.23;—
