Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.42;1.42;1.50;1.62;1.85;2.00;1.87;1.47;1.74;1.59;1.58;1.74;3.01
Price/Earnings;15.56;20.92;23.49;13.63;70.17;37.04;30.35;10.74;32.32;18.04;17.33;24.83;25.53
Price/Cash Flow;15.45;11.44;12.59;14.82;16.53;14.99;13.84;8.34;15.47;11.65;12.05;13.65;17.03
Price/Book;7.91;8.34;7.82;6.87;9.62;11.84;12.19;6.43;8.66;7.03;6.94;9.50;4.19
Price/Forward Earnings;14.41;14.81;15.15;16.23;19.76;18.55;16.03;13.30;17.24;15.24;15.95;16.35;—
PEG Ratio;1.77;1.80;1.61;2.20;8.00;2.92;2.46;1.68;3.69;2.06;2.81;2.59;—
Earnings Yield %;6.43;4.78;4.26;7.33;1.43;2.70;3.30;9.31;3.09;5.54;5.77;4.72;—
Enterprise Value (Bil);23.62;27.80;29.26;30.46;33.26;33.41;31.42;28.22;31.51;28.99;29.69;30.96;—
Enterprise Value/EBIT;12.50;17.53;18.68;11.15;53.13;26.68;24.15;12.20;25.11;15.86;15.52;20.43;—
Enterprise Value/EBITDA;10.33;13.67;14.26;9.23;29.15;19.02;17.20;10.07;17.94;12.56;12.44;15.24;—
