Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.29;3.01;3.77;4.10;3.04;2.70;0.82;0.73;0.64;0.63;0.53;1.06;3.07
Price/Earnings;274.64;30.57;110.96;41.86;32.62;3,830.00;—;—;—;—;—;2,228.17;25.84
Price/Cash Flow;28.63;14.77;22.50;18.79;20.35;17.54;2.73;—;4.67;6.65;8.83;6.74;17.36
Price/Book;3.61;2.18;3.02;3.54;2.63;2.75;0.64;0.90;2.50;3.88;13.68;2.10;4.27
Price/Forward Earnings;28.41;17.21;21.19;22.17;14.08;12.67;9.41;—;-3.47;-26.11;—;13.06;—
PEG Ratio;1.11;0.73;0.89;0.94;—;—;—;—;—;—;—;—;—
Earnings Yield %;0.36;3.27;0.90;2.39;3.07;0.03;-14.09;-85.83;-126.53;-26.60;-39.83;-51.46;—
Enterprise Value (Bil);1.00;0.77;1.23;1.72;1.60;1.87;0.50;0.45;0.45;0.45;0.57;0.70;—
Enterprise Value/EBIT;108.53;17.61;55.95;26.84;18.80;80.68;—;—;—;—;-2.12;21.52;—
Enterprise Value/EBITDA;43.00;11.40;21.41;14.50;10.66;15.85;15.65;—;—;139.26;69.22;17.38;—
