Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.27;3.27;3.16;2.23;2.17;2.18;2.65;1.64;1.30;1.80;2.51;1.98;3.01
Price/Earnings;20.21;15.29;15.55;15.33;23.89;20.36;27.47;18.15;14.50;—;36.54;23.25;25.53
Price/Cash Flow;16.96;13.24;11.64;10.89;11.27;13.77;15.94;9.05;9.55;17.50;13.45;12.79;17.03
Price/Book;9.66;7.48;6.55;4.24;3.67;3.60;4.28;2.96;2.41;3.41;4.02;3.37;4.19
Price/Forward Earnings;15.36;12.11;15.36;19.92;17.18;16.37;—;12.08;10.67;13.28;13.30;14.21;—
PEG Ratio;1.02;1.58;1.85;3.32;2.86;2.44;—;1.61;2.16;0.50;0.42;1.80;—
Earnings Yield %;4.95;6.54;6.43;6.52;4.19;4.91;3.64;5.51;6.90;-5.08;2.74;2.70;—
Enterprise Value (Bil);16.99;14.74;14.73;9.62;8.70;8.88;13.60;10.33;10.55;11.49;13.99;10.78;—
Enterprise Value/EBIT;12.67;9.53;9.72;9.83;15.02;13.09;22.67;12.14;14.99;—;32.56;16.01;—
Enterprise Value/EBITDA;11.59;8.71;8.73;8.25;11.12;10.01;16.47;9.34;10.82;—;21.51;11.87;—
