Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.77;3.65;3.53;1.37;1.08;0.68;0.33;0.44;0.08;0.16;0.24;0.36;1.76
Price/Earnings;10.19;10.89;9.64;3.90;4.02;—;—;—;—;—;—;0.38;17.62
Price/Cash Flow;4.99;7.19;8.14;2.72;2.46;2.06;0.62;0.89;0.23;—;0.27;0.89;9.46
Price/Book;3.36;3.90;2.55;1.00;0.81;0.29;0.26;0.30;1.38;—;4.97;0.49;2.05
Price/Forward Earnings;7.63;—;—;—;—;—;—;—;—;—;—;—;—
PEG Ratio;1.83;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.81;—;—;—;—;-368.28;-2,468.09;—;—;—;-1,622.20;-2,299.59;—
Enterprise Value (Bil);13.87;—;—;—;—;10.84;10.37;—;—;—;11.87;11.32;—
Enterprise Value/EBIT;12.07;—;—;—;—;8.31;—;—;—;—;9.91;32.26;—
Enterprise Value/EBITDA;9.04;—;—;—;—;3.13;—;—;—;—;1.96;33.84;—
