Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.40;0.64;0.77;1.09;1.16;1.91;1.33;0.47;0.42;0.70;1.34;0.92;3.01
Price/Earnings;21.57;14.48;17.11;27.35;13.00;27.74;22.16;8.46;49.21;—;46.67;22.87;25.53
Price/Cash Flow;11.37;7.07;11.41;11.14;23.30;15.39;12.88;11.29;3.80;5.29;22.24;10.07;17.03
Price/Book;0.98;1.39;1.58;2.66;2.51;3.82;2.63;0.95;0.95;2.16;4.12;2.03;4.19
Price/Forward Earnings;12.82;9.68;11.03;—;—;20.41;16.05;10.86;—;—;13.87;—;—
PEG Ratio;0.86;0.65;0.74;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.64;6.90;5.85;3.66;7.69;3.61;4.51;11.82;2.03;-27.76;-1.17;-5.36;—
Enterprise Value (Bil);0.13;0.18;0.24;0.55;0.57;1.08;0.90;0.65;0.62;0.71;1.28;0.76;—
Enterprise Value/EBIT;8.88;8.53;9.39;17.61;8.14;18.31;16.01;12.67;33.08;—;564.60;16.47;—
Enterprise Value/EBITDA;4.40;5.21;6.24;11.62;6.51;13.96;11.11;8.08;9.36;—;22.73;9.60;—
