Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.17;1.33;1.90;1.97;2.11;2.29;2.99;2.34;3.52;4.57;4.80;3.09;3.07
Price/Earnings;16.67;17.20;22.62;18.78;18.14;18.13;23.24;37.22;20.68;30.52;33.84;29.91;25.84
Price/Cash Flow;17.96;14.29;18.14;16.13;15.61;16.82;20.31;14.24;22.29;25.16;25.09;18.90;17.36
Price/Book;3.58;3.80;4.75;4.13;4.49;4.59;5.46;5.29;6.95;8.09;8.55;6.15;4.27
Price/Forward Earnings;12.21;13.09;16.39;16.45;15.72;16.53;19.65;16.81;20.12;26.67;28.17;20.23;—
PEG Ratio;0.89;1.24;1.64;1.91;1.77;1.84;2.06;1.85;2.35;3.05;2.37;2.16;—
Earnings Yield %;6.00;5.81;4.42;5.32;5.51;5.52;4.30;2.69;4.84;3.28;2.95;4.18;—
Enterprise Value (Bil);46.31;52.55;74.72;80.62;83.82;97.72;122.68;102.99;132.11;155.42;162.39;120.94;—
Enterprise Value/EBIT;11.89;12.43;16.21;12.85;12.81;13.95;17.43;13.30;16.79;24.19;25.72;16.82;—
Enterprise Value/EBITDA;9.51;10.20;13.36;11.17;11.28;12.22;15.10;11.59;14.78;20.88;21.90;14.63;—
