Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.53;0.77;0.60;1.11;0.59;0.51;0.44;0.27;0.19;0.04;0.39;0.30;3.07
Price/Earnings;—;—;—;—;2.65;—;—;—;—;—;—;—;25.84
Price/Cash Flow;6.78;5.43;4.43;6.98;4.54;3.03;3.94;2.32;1.43;—;2.13;2.50;17.36
Price/Book;0.56;0.86;0.78;1.59;0.70;1.01;0.94;0.81;0.92;—;0.21;0.89;4.27
Price/Forward Earnings;8.33;9.11;10.66;8.41;52.63;16.58;4.26;2.94;-14.06;—;—;35.95;—
PEG Ratio;0.23;0.25;0.71;0.56;—;—;0.85;0.59;—;—;—;—;—
Earnings Yield %;-26.63;-11.89;-12.56;-8.10;37.72;-8.50;-20.95;-39.75;-66.31;-1,770.27;-623.74;-328.87;—
Enterprise Value (Bil);2.75;2.87;2.77;2.57;4.11;4.22;3.95;3.95;4.17;3.83;4.68;4.06;—
Enterprise Value/EBIT;46.70;32.39;28.07;33.83;8.49;21.67;34.09;39.02;44.46;—;69.49;37.53;—
Enterprise Value/EBITDA;14.15;12.75;12.02;13.74;6.20;9.62;10.90;11.12;11.50;—;34.54;12.44;—
