Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.89;1.12;1.24;1.32;0.98;0.87;0.59;1.09;1.04;3.59;5.00;1.41;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;175.06;48.01;—;25.84
Price/Cash Flow;32.08;13.39;11.93;27.25;18.21;340.03;—;—;183.32;81.73;50.11;100.47;17.36
Price/Book;1.12;1.40;1.77;1.93;1.52;1.74;2.04;3.65;3.09;7.47;9.30;3.55;4.27
Price/Forward Earnings;11.29;434.78;27.78;17.48;20.53;-27.47;-19.19;—;—;—;40.49;27.42;—
PEG Ratio;0.66;21.36;1.39;0.87;0.32;—;—;—;—;—;—;—;—
Earnings Yield %;-15.61;-7.67;-3.73;-4.79;-4.83;-6.75;-27.39;-5.33;-5.50;0.57;2.08;-8.55;—
Enterprise Value (Bil);0.27;0.33;0.41;0.43;0.30;0.31;0.26;0.50;0.46;1.77;2.80;0.67;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;88.92;44.32;-13.09;—
Enterprise Value/EBITDA;—;—;36.24;106.79;26.74;—;—;—;—;53.37;36.15;11.66;—
