Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.78;11.65;10.84;8.22;7.65;15.89;11.39;5.82;20.87;10.86;3.52;13.19;3.07
Price/Earnings;6.59;8.84;10.29;8.34;8.51;18.98;13.48;6.13;30.67;15.03;3.63;13.58;25.84
Price/Cash Flow;—;—;—;—;12.95;5.30;4.58;75.00;3.44;9.81;15.10;11.14;17.36
Price/Book;0.89;1.01;1.16;0.81;0.69;0.87;0.74;0.67;0.73;0.65;0.90;0.75;4.27
Price/Forward Earnings;8.53;8.22;8.75;7.40;7.01;8.35;—;—;—;—;—;—;—
PEG Ratio;3.41;1.64;1.75;1.48;—;—;—;—;—;—;—;—;—
Earnings Yield %;15.18;11.32;9.71;11.99;11.75;5.27;7.42;16.32;3.26;6.65;27.54;8.03;—
Enterprise Value (Bil);1.52;3.45;5.11;6.05;5.30;5.61;5.01;4.97;4.60;4.24;5.51;4.92;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;9.42;13.27;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;9.42;13.27;—
