Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.25;1.10;1.88;1.74;1.51;1.37;1.09;1.31;1.64;1.41;1.34;1.24;3.07
Price/Earnings;96.85;20.93;22.54;17.81;25.38;16.39;—;—;50.53;—;46.05;37.83;25.84
Price/Cash Flow;8.82;7.11;13.13;9.87;9.76;6.88;8.58;11.64;14.74;8.22;10.12;9.42;17.36
Price/Book;2.26;1.73;2.89;2.65;2.07;1.72;1.71;2.18;2.66;2.42;2.11;1.96;4.27
Price/Forward Earnings;17.01;13.09;18.62;18.02;15.72;14.68;16.78;21.41;24.21;23.70;20.00;20.23;—
PEG Ratio;1.12;0.89;1.55;1.20;1.05;0.98;—;—;1.73;—;—;1.12;—
Earnings Yield %;1.03;4.78;4.44;5.61;3.94;6.10;-15.82;-1.68;1.98;-0.29;2.17;-2.53;—
Enterprise Value (Bil);1.11;0.94;1.60;1.70;1.74;1.42;1.26;1.46;1.89;1.59;1.46;1.42;—
Enterprise Value/EBIT;18.98;10.05;14.24;12.54;15.49;14.32;27.14;26.08;27.39;24.95;32.56;22.88;—
Enterprise Value/EBITDA;13.47;7.91;11.83;10.29;10.96;9.25;13.02;14.89;17.14;16.70;19.67;13.61;—
