Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.25;0.28;0.35;0.45;0.88;0.84;1.02;0.60;0.83;0.71;0.68;0.84;1.50
Price/Earnings;—;—;14.67;—;—;6.05;—;22.12;—;42.50;30.75;52.63;24.83
Price/Cash Flow;1.77;2.22;2.44;3.08;3.96;6.99;5.95;3.58;5.06;4.16;3.08;7.75;11.13
Price/Book;0.53;0.61;0.78;1.06;2.43;1.87;2.53;1.42;2.13;1.85;1.64;2.01;1.87
Price/Forward Earnings;5.24;11.07;11.82;10.83;16.58;14.99;19.16;12.50;17.36;19.76;17.45;18.14;—
PEG Ratio;0.95;0.55;0.59;0.54;—;—;—;—;—;—;—;—;—
Earnings Yield %;-8.24;-32.80;6.82;-16.28;-43.44;16.53;-2.41;4.52;-1.27;2.35;3.25;2.45;—
Enterprise Value (Mil);721.85;749.27;835.28;903.76;623.47;581.70;699.82;436.15;634.72;599.24;581.77;606.35;—
Enterprise Value/EBIT;—;—;11.52;69.51;12.76;25.12;608.01;16.83;83.01;30.15;27.12;106.52;—
Enterprise Value/EBITDA;4.59;5.62;6.07;6.38;1.99;8.53;10.49;5.25;7.93;7.21;5.88;7.99;—
