Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.66;0.90;0.77;1.19;1.11;0.74;0.94;0.53;0.63;0.85;0.83;0.72;3.07
Price/Earnings;62.58;—;—;85.36;45.33;—;43.33;18.12;—;18.95;14.56;69.22;25.84
Price/Cash Flow;10.66;28.23;16.87;34.06;10.72;7.96;10.38;4.55;5.84;7.22;6.32;7.11;17.36
Price/Book;1.26;1.79;1.78;1.61;1.79;1.89;2.00;1.16;1.71;2.05;2.07;1.69;4.27
Price/Forward Earnings;17.15;34.72;45.66;34.13;25.58;21.46;30.03;11.52;16.03;16.72;12.35;18.49;—
PEG Ratio;1.03;2.31;0.79;0.59;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.60;-2.20;-1.61;1.17;2.21;-0.25;2.31;5.52;-8.31;5.28;6.87;0.68;—
Enterprise Value (Bil);0.46;0.69;0.69;0.56;0.74;0.94;1.04;0.64;0.69;0.85;0.91;0.84;—
Enterprise Value/EBIT;29.12;—;—;38.91;30.76;30.39;29.56;17.42;—;15.23;11.70;48.69;—
Enterprise Value/EBITDA;9.30;53.04;16.14;10.90;12.51;11.17;11.20;7.21;29.66;8.23;7.46;12.12;—
