Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;1.06;0.29;0.79;0.56;0.25;0.25;0.25;0.78;0.44;3.07
Price/Earnings;—;—;—;14.80;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;—;—;—;17.74;4.22;6.93;93.54;—;4.95;1.26;5.38;24.94;17.36
Price/Book;—;—;—;2.01;0.54;1.04;1.14;0.68;0.59;0.41;1.23;0.84;4.27
Price/Forward Earnings;—;—;—;18.05;-11.98;-20.66;20.24;8.33;131.58;-23.36;8.16;42.44;—
PEG Ratio;—;—;—;1.42;—;—;—;—;—;—;—;—;—
Earnings Yield %;—;—;—;6.76;-8.59;-9.50;-11.45;-6.86;-12.72;-63.81;-5.34;-23.21;—
Enterprise Value (Bil);—;—;—;1.75;0.54;0.80;0.81;0.58;0.54;0.26;0.62;0.62;—
Enterprise Value/EBIT;—;—;—;10.57;—;—;—;—;—;—;-48.65;-5.19;—
Enterprise Value/EBITDA;—;—;—;7.90;31.31;—;—;9.00;14.75;—;12.70;73.90;—
