Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.88;3.93;4.85;6.20;5.81;4.92;5.58;5.73;6.39;5.46;5.80;5.58;3.07
Price/Earnings;15.89;15.62;18.05;25.09;19.37;14.64;15.71;50.70;18.52;18.53;20.60;24.13;25.84
Price/Cash Flow;10.82;11.53;16.64;15.41;13.18;12.80;11.41;12.02;15.20;12.56;13.94;12.71;17.36
Price/Book;2.17;3.42;3.96;4.78;4.38;3.51;3.90;8.54;13.05;12.13;15.31;8.87;4.27
Price/Forward Earnings;10.99;12.32;13.79;17.01;15.04;12.02;13.55;13.26;15.15;13.55;15.13;13.83;—
PEG Ratio;1.33;1.16;1.41;1.64;2.72;7.01;4.87;1.50;1.60;1.52;1.82;4.06;—
Earnings Yield %;6.29;6.40;5.54;3.99;5.16;6.83;6.37;1.97;5.40;5.40;4.85;5.23;—
Enterprise Value (Bil);52.87;67.66;90.72;126.03;123.04;106.11;120.66;127.07;151.51;154.89;165.01;133.74;—
Enterprise Value/EBIT;11.31;11.16;14.57;19.74;14.61;10.60;11.00;11.61;14.19;16.33;17.99;12.98;—
Enterprise Value/EBITDA;9.22;9.46;12.36;15.01;11.70;8.77;9.26;9.89;11.95;11.99;12.98;10.67;—
