Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.30;2.08;2.34;1.90;0.95;1.24;1.37;1.58;1.57;1.49;1.31;1.51;3.07
Price/Earnings;21.22;15.37;16.85;17.07;9.26;14.70;20.88;18.85;34.24;26.74;18.04;24.08;25.84
Price/Cash Flow;12.86;12.31;10.73;12.42;5.61;6.97;9.62;10.67;8.95;9.03;9.85;9.58;17.36
Price/Book;6.46;3.77;3.80;2.81;1.25;1.54;1.44;1.51;1.38;1.51;1.33;1.54;4.27
Price/Forward Earnings;17.67;13.74;15.38;15.43;11.93;17.79;23.42;17.42;26.18;20.33;28.49;22.99;—
PEG Ratio;0.77;0.92;1.03;1.03;—;—;1.56;1.16;—;1.35;1.90;—;—
Earnings Yield %;4.71;6.51;5.94;5.86;10.80;6.80;4.79;5.31;2.92;3.74;5.54;4.69;—
Enterprise Value (Mil);665.00;529.62;620.34;523.76;183.73;257.46;241.25;269.86;216.29;232.84;221.50;266.69;—
Enterprise Value/EBIT;11.30;7.70;8.34;8.49;3.33;4.83;6.87;7.68;9.23;9.53;6.63;8.49;—
Enterprise Value/EBITDA;9.86;6.62;7.11;6.78;2.50;3.47;4.46;5.10;5.47;6.09;4.85;5.43;—
