Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.15;1.43;1.61;1.84;1.93;2.06;1.96;2.56;2.56;2.21;2.20;2.25;1.06
Price/Earnings;8.79;8.93;10.17;9.41;9.83;11.83;9.65;12.17;13.32;11.47;11.45;11.53;22.79
Price/Cash Flow;2.97;3.89;2.53;2.92;4.99;5.34;3.23;3.77;5.09;4.57;3.16;4.41;6.13
Price/Book;1.11;1.06;1.13;1.16;1.31;1.27;1.44;1.14;1.26;1.13;1.10;1.20;1.77
Price/Forward Earnings;7.21;6.53;7.56;—;—;13.74;16.53;14.33;19.42;14.77;14.73;15.04;—
PEG Ratio;0.76;0.73;0.85;—;—;—;—;—;9.25;—;1.11;—;—
Earnings Yield %;11.37;11.19;9.83;—;—;8.45;10.36;8.22;7.51;8.72;8.74;8.73;—
Enterprise Value (Bil);3.36;3.73;3.76;—;—;3.96;3.95;4.27;4.42;4.33;4.13;4.22;—
Enterprise Value/EBIT;11.64;11.87;11.90;—;—;14.77;14.31;15.39;17.30;18.03;17.64;16.02;—
Enterprise Value/EBITDA;7.16;7.29;7.28;—;—;8.22;8.01;8.33;9.02;9.03;8.68;8.58;—
