Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.90;1.15;1.28;1.03;1.05;0.97;2.53;3.25;4.53;3.80;5.49;3.29;3.01
Price/Earnings;31.56;21.05;34.92;35.01;34.38;30.29;22.76;12.10;20.52;—;29.43;23.94;25.53
Price/Cash Flow;14.39;13.72;14.26;17.34;10.54;41.03;20.90;13.76;28.20;17.11;24.26;23.45;17.03
Price/Book;2.11;4.16;5.41;3.63;3.23;8.78;8.73;8.59;12.28;8.05;10.89;10.22;4.19
Price/Forward Earnings;15.36;15.60;17.45;21.23;16.75;16.58;19.16;13.61;19.38;19.38;28.09;18.73;—
PEG Ratio;0.80;0.79;0.88;1.20;1.58;—;—;—;—;—;—;—;—
Earnings Yield %;3.17;4.75;2.86;2.86;2.91;3.30;4.39;8.26;4.87;-1.94;3.40;3.60;—
Enterprise Value (Bil);3.03;3.72;4.06;3.72;3.29;3.04;3.94;3.34;5.10;4.15;5.79;4.06;—
Enterprise Value/EBIT;15.87;13.58;16.02;18.15;16.16;15.51;15.44;12.09;15.50;—;23.50;15.91;—
Enterprise Value/EBITDA;9.52;9.63;11.29;11.18;10.22;10.22;11.68;9.18;12.77;—;17.14;20.99;—
