Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.91;0.86;1.27;1.30;1.12;1.31;0.78;1.23;1.19;1.11;1.34;1.10;3.07
Price/Earnings;14.60;13.86;20.01;25.57;22.10;27.72;20.90;21.05;25.83;22.89;22.64;23.22;25.84
Price/Cash Flow;8.16;7.82;14.07;17.01;16.09;21.57;15.54;13.26;13.77;11.30;11.17;15.05;17.36
Price/Book;6.52;4.39;5.49;6.04;4.57;4.37;2.28;3.12;3.21;2.84;3.94;3.10;4.27
Price/Forward Earnings;12.35;12.56;16.47;18.45;15.95;21.93;16.53;19.53;17.76;16.47;20.83;18.57;—
PEG Ratio;0.83;1.11;1.32;1.17;1.17;1.65;1.74;1.07;1.07;1.05;1.39;1.26;—
Earnings Yield %;6.85;7.21;5.00;3.91;4.52;3.61;4.78;4.75;3.87;4.37;4.42;4.41;—
Enterprise Value (Bil);5.58;5.32;8.10;13.27;12.21;13.38;8.05;11.48;13.26;12.67;16.00;11.73;—
Enterprise Value/EBIT;8.77;8.08;11.84;16.62;14.06;17.02;13.37;18.64;20.96;18.74;18.13;17.80;—
Enterprise Value/EBITDA;6.89;6.27;9.10;12.46;10.69;12.78;9.42;13.41;15.30;13.66;14.14;12.91;—
