Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.67;6.52;6.36;7.49;9.60;8.40;8.18;5.87;5.24;3.21;4.68;6.11;2.06
Price/Earnings;6.76;26.54;9.52;18.93;10.55;8.01;6.57;16.99;26.60;6.63;9.66;11.68;31.62
Price/Cash Flow;12.94;19.84;12.90;18.34;28.88;18.01;20.52;12.10;10.32;6.58;9.59;13.64;17.41
Price/Book;0.76;0.98;0.94;1.08;1.16;0.98;0.89;0.67;0.65;0.43;0.58;0.72;2.50
Price/Forward Earnings;10.87;11.56;13.46;17.39;—;15.80;15.50;11.45;10.46;6.93;—;11.84;—
PEG Ratio;2.72;5.78;6.73;8.70;—;—;—;—;—;—;—;—;—
Earnings Yield %;14.80;3.77;10.51;5.28;—;12.48;15.21;5.89;3.76;15.07;10.35;11.78;—
Enterprise Value (Bil);2.06;2.41;2.54;2.59;—;3.03;3.20;3.05;2.87;2.46;2.75;2.95;—
Enterprise Value/EBIT;8.28;28.51;14.50;18.98;—;10.79;8.30;20.94;30.92;15.41;17.25;16.31;—
Enterprise Value/EBITDA;8.28;28.29;14.50;18.98;—;10.79;8.30;20.80;30.44;15.25;17.06;16.18;—
