Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.23;0.19;0.19;0.20;0.10;0.04;0.15;0.11;0.12;0.08;0.09;0.10;1.50
Price/Earnings;14.27;7.66;6.18;30.22;21.98;—;10.72;93.73;—;—;105.73;64.86;24.83
Price/Cash Flow;4.13;3.43;3.39;3.97;2.03;1.01;2.71;1.41;7.05;1.33;1.29;2.60;11.13
Price/Book;1.09;1.08;1.30;1.14;0.66;0.59;0.72;0.59;0.75;0.72;0.88;0.68;1.87
Price/Forward Earnings;11.03;6.99;7.60;13.32;10.91;10.29;15.27;13.12;12.84;12.29;13.55;14.03;—
PEG Ratio;2.05;0.78;0.68;1.89;—;—;—;15.25;0.26;—;—;—;—
Earnings Yield %;7.01;13.05;16.19;3.31;4.55;-8.69;9.33;1.07;-6.95;-21.36;-14.12;-4.83;—
Enterprise Value (Bil);5.29;13.45;18.06;16.73;13.69;11.93;12.38;10.66;15.28;13.73;13.13;12.31;—
Enterprise Value/EBIT;5.23;5.29;5.17;8.30;8.17;31.24;16.25;13.34;32.23;40.73;22.92;24.28;—
Enterprise Value/EBITDA;3.07;3.67;3.75;5.50;5.22;7.69;8.51;7.24;13.45;8.08;6.95;8.43;—
