Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.22;1.47;2.22;2.52;3.75;3.07;2.17;1.28;1.50;1.44;1.96;1.83;3.07
Price/Earnings;20.70;25.75;37.06;34.59;45.93;34.82;23.69;13.49;16.65;19.31;23.41;21.01;25.84
Price/Cash Flow;12.28;21.91;35.12;25.84;35.12;29.25;24.10;13.34;11.10;9.50;14.90;16.73;17.36
Price/Book;2.87;3.30;4.70;5.19;7.48;6.10;4.43;2.67;2.84;2.07;3.09;3.53;4.27
Price/Forward Earnings;15.43;16.58;27.17;29.15;34.36;24.51;19.38;11.72;14.14;15.97;18.32;16.56;—
PEG Ratio;1.06;1.84;2.72;2.91;2.02;0.82;1.94;1.17;1.42;1.60;1.83;1.33;—
Earnings Yield %;4.83;3.88;2.70;2.89;2.18;2.87;4.22;7.41;6.01;5.18;4.27;5.37;—
Enterprise Value (Bil);2.38;2.95;4.66;5.84;9.77;10.06;7.43;4.81;5.35;4.32;6.26;6.22;—
Enterprise Value/EBIT;12.06;14.38;20.71;19.57;25.97;21.05;14.10;10.42;11.60;12.31;16.01;13.74;—
Enterprise Value/EBITDA;10.00;12.04;17.53;17.09;23.15;18.61;12.35;8.88;9.73;9.55;12.73;11.64;—
