Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.58;2.62;2.84;3.59;2.33;2.00;1.51;1.46;1.07;1.11;3.15;1.48;3.07
Price/Earnings;—;—;92.83;28.12;45.33;9.23;8.02;—;—;—;8.22;9.69;25.84
Price/Cash Flow;14.12;13.06;11.85;14.46;8.82;8.49;7.45;6.97;5.36;—;6.01;6.63;17.36
Price/Book;1.11;1.20;1.38;1.67;1.34;1.18;0.78;0.76;0.68;0.47;0.69;0.74;4.27
Price/Forward Earnings;181.82;1.73;20.70;34.01;23.04;—;-434.78;-125.00;—;—;—;34.57;—
PEG Ratio;13.54;0.14;1.72;2.81;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.25;-0.20;1.08;3.56;2.21;10.84;12.47;-3.71;-4.05;-50.95;-37.93;-6.73;—
Enterprise Value (Bil);1.48;1.72;1.93;2.30;2.03;1.77;1.75;1.76;1.71;1.54;1.52;1.68;—
Enterprise Value/EBIT;41.07;33.13;28.63;22.52;25.60;10.72;10.67;36.57;34.14;—;46.69;23.74;—
Enterprise Value/EBITDA;15.40;15.39;14.65;13.46;13.28;7.31;7.14;12.69;11.61;130.62;157.86;24.27;—
