Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.66;2.72;3.24;3.33;3.22;3.76;4.84;4.14;6.39;10.95;11.01;6.16;3.07
Price/Earnings;18.50;26.31;25.68;26.51;31.90;34.02;96.86;29.87;40.35;60.71;54.21;76.33;25.84
Price/Cash Flow;9.29;9.84;12.79;12.44;14.56;15.52;20.80;30.46;26.81;40.72;33.68;27.62;17.36
Price/Book;1.87;1.92;2.25;2.18;2.20;2.77;3.87;3.62;5.13;8.08;8.37;4.86;4.27
Price/Forward Earnings;12.59;13.70;16.98;16.10;15.41;18.35;24.27;19.88;26.53;41.15;36.63;27.30;—
PEG Ratio;1.48;1.37;1.70;1.61;1.54;1.84;2.43;1.99;2.07;3.33;2.36;2.36;—
Earnings Yield %;5.40;3.80;3.89;3.77;3.14;2.94;1.03;3.35;2.48;1.65;1.84;2.07;—
Enterprise Value (Bil);2.92;4.25;5.34;5.74;6.15;7.92;11.77;12.34;20.36;39.10;41.83;18.84;—
Enterprise Value/EBIT;13.71;20.91;19.27;20.96;21.62;23.77;30.15;32.55;36.55;60.78;50.71;38.76;—
Enterprise Value/EBITDA;8.55;11.80;11.50;12.30;12.39;14.66;20.30;20.98;26.84;45.82;40.62;26.94;—
