Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.85;5.31;6.50;5.61;5.61;5.44;4.75;5.18;4.53;7.26;5.47;5.31;3.01
Price/Earnings;35.22;6.90;101.50;—;—;—;—;—;—;—;—;834.51;25.53
Price/Cash Flow;28.13;19.03;35.80;56.35;52.28;42.53;49.24;265.33;—;—;284.00;80.30;17.03
Price/Book;4.57;3.94;5.11;2.88;3.82;4.60;4.22;7.19;7.72;21.17;18.90;8.72;4.19
Price/Forward Earnings;15.85;31.95;71.43;104.17;74.07;54.95;175.44;-200.00;-59.17;217.39;67.11;160.69;—
PEG Ratio;0.63;1.28;2.38;3.47;—;—;—;—;—;—;—;—;—
Earnings Yield %;2.84;14.50;0.99;-0.22;-0.17;-0.28;-0.50;-8.31;-7.21;-4.99;-5.70;-4.80;—
Enterprise Value (Bil);0.20;0.48;0.68;0.63;0.87;1.13;1.13;1.59;1.96;3.94;3.29;1.86;—
Enterprise Value/EBIT;33.92;47.59;61.97;—;—;—;—;—;—;—;-43.35;-233.18;—
Enterprise Value/EBITDA;26.99;34.89;45.14;125.03;128.20;363.42;—;—;—;—;-72.21;386.81;—
