Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.16;0.22;0.49;1.00;0.69;0.61;0.92;0.35;0.74;0.40;0.46;0.58;3.01
Price/Earnings;—;10.13;9.79;12.37;7.67;11.17;12.28;9.88;22.88;26.15;43.64;17.84;25.53
Price/Cash Flow;—;8.89;6.58;7.85;5.12;7.44;9.43;6.35;13.57;7.60;10.11;8.88;17.03
Price/Book;1.87;2.03;3.12;4.19;4.54;5.21;4.54;1.88;3.52;1.97;2.07;3.59;4.19
Price/Forward Earnings;16.56;13.85;8.13;—;—;9.45;9.33;8.29;13.87;10.48;13.07;10.59;—
PEG Ratio;—;—;—;—;—;—;0.67;—;0.84;0.80;0.40;4.22;—
Earnings Yield %;-29.86;9.87;10.22;8.08;13.04;8.95;8.15;10.12;4.37;3.82;2.29;7.38;—
Enterprise Value (Bil);2.71;2.99;4.87;8.18;6.28;5.72;10.01;5.85;10.25;7.01;7.99;7.61;—
Enterprise Value/EBIT;—;11.59;9.23;7.88;5.09;8.12;10.10;9.03;16.70;17.85;25.33;12.59;—
Enterprise Value/EBITDA;—;7.38;7.16;6.89;4.51;6.49;8.33;6.27;11.43;9.76;12.12;8.41;—
