Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.74;0.85;1.27;1.31;1.46;1.36;1.79;1.19;1.57;1.51;1.93;1.46;2.06
Price/Earnings;10.06;12.66;19.61;19.34;22.39;19.27;24.36;14.75;18.10;23.68;42.99;20.46;31.62
Price/Cash Flow;8.28;8.45;13.90;12.48;13.94;11.65;15.95;11.14;12.53;10.45;13.37;12.01;17.41
Price/Book;1.80;1.77;2.62;2.54;2.89;2.66;3.37;2.10;2.62;2.30;2.84;2.54;2.50
Price/Forward Earnings;9.11;10.11;15.08;13.70;—;17.51;18.69;11.71;15.34;16.95;21.01;17.06;—
PEG Ratio;1.14;0.86;1.28;1.16;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.94;7.90;5.10;5.17;—;5.19;4.11;6.78;5.52;4.22;2.33;5.26;—
Enterprise Value (Bil);2.12;2.26;3.23;3.32;—;4.25;5.49;3.96;5.33;4.84;5.64;4.64;—
Enterprise Value/EBIT;10.53;10.72;15.90;14.99;—;16.13;19.59;12.85;15.99;18.94;30.61;16.72;—
Enterprise Value/EBITDA;7.45;7.41;10.80;10.38;—;11.04;13.49;9.24;10.96;11.11;14.99;10.97;—
