Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.54;0.50;0.85;0.56;0.59;0.63;0.59;0.37;0.36;0.40;0.40;0.46;3.07
Price/Earnings;12.98;13.67;25.10;15.70;34.42;47.46;22.11;14.60;13.01;13.60;12.37;21.11;25.84
Price/Cash Flow;7.88;7.86;16.08;21.89;52.92;10.23;8.13;67.63;11.45;3.89;4.40;15.39;17.36
Price/Book;2.89;2.33;4.26;2.68;2.41;2.40;2.61;1.65;1.66;1.94;1.74;2.04;4.27
Price/Forward Earnings;14.31;11.38;19.05;12.30;15.48;19.38;20.20;8.94;—;—;—;16.15;—
PEG Ratio;1.12;1.14;1.90;1.23;1.55;1.94;2.02;0.89;—;—;—;1.61;—
Earnings Yield %;7.70;7.31;3.98;6.37;2.91;2.11;4.52;6.85;7.69;7.35;8.08;5.94;—
Enterprise Value (Bil);0.72;0.77;1.65;1.29;1.30;1.30;1.49;1.28;1.64;1.66;2.22;1.47;—
Enterprise Value/EBIT;7.01;8.02;14.82;9.63;21.09;24.70;12.73;12.24;10.97;10.23;12.67;13.92;—
Enterprise Value/EBITDA;5.31;5.84;10.43;6.79;10.35;10.76;8.15;7.21;6.91;6.86;8.50;7.98;—
