Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.64;0.67;1.02;1.09;0.87;0.92;1.08;0.63;0.57;0.92;0.96;0.84;3.07
Price/Earnings;15.18;14.72;27.81;22.01;37.81;27.02;22.98;8.79;432.03;28.25;15.38;49.70;25.84
Price/Cash Flow;6.32;6.62;10.00;10.64;7.49;8.60;17.83;8.14;7.19;8.30;7.94;10.36;17.36
Price/Book;1.65;1.86;2.56;3.16;2.74;3.42;3.92;2.18;2.12;3.27;3.28;3.02;4.27
Price/Forward Earnings;11.17;10.96;18.18;19.31;14.06;15.53;19.19;9.93;13.59;16.03;14.04;14.25;—
PEG Ratio;0.81;0.83;1.06;1.13;0.93;1.12;1.24;1.00;0.46;0.93;1.21;1.02;—
Earnings Yield %;6.59;6.79;3.60;4.54;2.64;3.70;4.35;11.38;0.23;3.54;6.50;4.22;—
Enterprise Value (Bil);26.05;28.57;43.94;51.67;45.91;60.16;79.52;57.28;70.67;98.93;108.74;73.78;—
Enterprise Value/EBIT;9.34;9.11;16.28;13.50;23.04;18.65;15.78;11.31;117.59;26.04;18.21;59.09;—
Enterprise Value/EBITDA;5.42;5.30;8.44;8.04;9.97;9.97;9.86;6.91;17.25;13.20;11.14;11.29;—
