Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.23;3.47;8.81;4.51;3.83;5.33;7.21;11.87;11.58;24.04;39.63;13.02;3.07
Price/Earnings;1,049.00;—;—;—;—;—;—;354.56;195.39;416.95;649.07;581.24;25.84
Price/Cash Flow;67.37;68.74;209.11;—;—;—;338.89;121.08;89.96;335.81;197.68;310.95;17.36
Price/Book;13.32;7.00;15.97;8.66;7.20;11.71;15.77;10.94;10.51;19.60;31.69;15.59;4.27
Price/Forward Earnings;64.52;37.17;95.24;227.27;-47.62;217.39;-312.50;76.92;78.74;151.52;526.32;198.35;—
PEG Ratio;—;1.24;3.16;7.59;—;—;—;—;—;—;—;—;—
Earnings Yield %;0.10;-0.82;-0.06;-1.87;-2.94;-3.04;-0.32;0.28;0.51;0.24;0.15;-0.50;—
Enterprise Value (Bil);0.37;0.21;0.59;0.34;0.27;0.43;0.63;1.31;1.47;3.53;6.63;1.67;—
Enterprise Value/EBIT;186.95;—;415.41;—;—;—;—;316.84;137.14;702.05;431.57;10.15;—
Enterprise Value/EBITDA;90.29;119.83;166.66;—;—;—;251.83;192.99;103.15;433.31;357.33;-58.76;—
