Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.00;2.63;2.88;2.98;3.85;4.73;4.58;3.11;3.97;4.06;4.75;4.05;3.07
Price/Earnings;—;—;540.18;48.69;71.95;44.22;46.34;18.40;31.79;32.17;33.62;33.24;25.84
Price/Cash Flow;25.85;28.32;19.24;35.38;32.62;29.83;27.09;16.23;21.18;17.72;20.02;22.02;17.36
Price/Book;1.31;1.80;2.00;2.06;2.90;3.68;3.63;2.53;3.44;3.32;3.76;3.29;4.27
Price/Forward Earnings;-52.36;243.90;72.99;40.49;28.74;29.41;29.41;19.92;24.69;29.07;34.48;27.89;—
PEG Ratio;—;26.90;8.13;2.88;0.54;1.23;1.65;1.52;1.11;1.47;1.52;1.49;—
Earnings Yield %;-1.88;-0.81;0.19;2.05;1.39;2.26;2.16;5.44;3.15;3.11;2.97;3.22;—
Enterprise Value (Bil);7.75;9.15;10.01;10.58;14.46;18.41;19.09;15.96;22.14;22.26;25.52;19.56;—
Enterprise Value/EBIT;158.65;98.80;49.88;21.19;30.48;27.07;28.21;21.88;25.24;24.71;24.73;25.48;—
Enterprise Value/EBITDA;18.66;21.97;19.94;13.67;19.59;19.33;19.78;15.17;17.77;17.22;17.80;17.84;—
